Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,139.7899932861328,141.10000610351562,139.25999450683594,141.08999633789062,121.47722625732422,10803700
2020-01-03,137.5,139.22999572753906,137.0800018310547,138.33999633789062,119.87418365478516,10386800
2020-01-06,136.55999755859375,138.27000427246094,136.5,138.22999572753906,119.77885437011719,10259000
2020-01-07,137.27999877929688,137.86000061035156,135.82000732421875,135.8800048828125,117.74251556396484,10531300
2020-01-08,135.6999969482422,137.5800018310547,135.60000610351562,136.94000244140625,118.66105651855469,9695300
2020-01-09,138.0500030517578,138.22999572753906,137.0399932861328,137.44000244140625,119.09430694580078,9469000
2020-01-10,137.2100067138672,137.25,135.80999755859375,136.07000732421875,117.90715026855469,10190900
2020-01-13,136.19000244140625,137.1999969482422,135.75999450683594,137.1999969482422,118.88632202148438,12355200
2020-01-14,137.94000244140625,140.75999450683594,137.69000244140625,138.8000030517578,120.27276611328125,24906000
2020-01-15,137.85000610351562,138.60000610351562,136.14999389648438,136.72000122070312,118.47042083740234,16293400
2020-01-16,137.4499969482422,137.89999389648438,136.83999633789062,137.25,118.92964935302734,10783800
2020-01-17,137.5399932861328,138.2899932861328,137.32000732421875,138.1999969482422,119.7528305053711,14697700
2020-01-21,137.19000244140625,138.07000732421875,136.69000244140625,136.83999633789062,118.57438659667969,8474200
2020-01-22,137.24000549316406,137.39999389648438,136.3800048828125,136.67999267578125,118.43575286865234,7549100
2020-01-23,135.7100067138672,136.74000549316406,134.72000122070312,136.5399932861328,118.31444549560547,9345700
2020-01-24,136.3699951171875,136.42999267578125,132.32000732421875,133.14999389648438,115.3769302368164,15166400
2020-01-27,130.27000427246094,132.94000244140625,129.7100067138672,132.02999877929688,114.40642547607422,12860500
2020-01-28,132.83999633789062,134.97000122070312,132.47999572753906,134.42999267578125,116.4860610961914,13062800
2020-01-29,134.80999755859375,135.5399932861328,133.69000244140625,134.22999572753906,116.31277465820312,9326000
2020-01-30,132.69000244140625,136.1300048828125,132.69000244140625,135.88999938964844,117.7511978149414,9048900
2020-01-31,134.49000549316406,134.8300018310547,131.47000122070312,132.36000061035156,114.69239044189453,12785200
2020-02-03,132.66000366210938,134.24000549316406,132.66000366210938,133.3699951171875,115.56756591796875,10021100
2020-02-04,135.5500030517578,136.60000610351562,135.0800018310547,135.2899932861328,117.23128509521484,9157100
2020-02-05,136.57000732421875,137.72999572753906,136.00999450683594,137.58999633789062,119.2242660522461,10150700
2020-02-06,138.24000549316406,138.2899932861328,137.11000061035156,137.61000061035156,119.2416000366211,8992300
2020-02-07,136.72999572753906,137.6699981689453,136.3000030517578,137.1699981689453,118.8603515625,6379800
2020-02-10,136.9499969482422,137.85000610351562,136.75,137.74000549316406,119.354248046875,5960700
2020-02-11,138.25999450683594,138.82000732421875,137.77999877929688,138.0,119.5795669555664,6578600
2020-02-12,138.60000610351562,139.2899932861328,137.8000030517578,138.0,119.5795669555664,7958000
2020-02-13,137.75,138.33999633789062,136.39999389648438,137.8800048828125,119.47557067871094,7447500
2020-02-14,137.83999633789062,138.19000244140625,136.94000244140625,137.4600067138672,119.11161804199219,6627600
2020-02-18,137.33999633789062,137.7100067138672,135.0500030517578,135.63999938964844,117.5345687866211,8996400
2020-02-19,136.91000366210938,138.38999938964844,136.33999633789062,137.49000549316406,119.13761901855469,7071200
